Character_A,Character_B,Weight,Pages
"جی۔ ایم۔ اثر","مردان",1,"21"
"جی۔ ایم۔ اثر","مشاہد",2,"21 71"
"جی۔ ایم۔ اثر","پال",1,"71"
"جی۔ ایم۔ اثر","پیٹر",1,"71"
"جی۔ ایم۔ اثر","ہاتھی دانت",1,"71"
"خورشید شاہد","روندر/افتخار",1,"95"
"خورشید شاہد","ساحِب (انگلو انڈین)",1,"71"
"خورشید شاہد","سعید",1,"95"
"خورشید شاہد","صادق",1,"95"
"خورشید شاہد","لاری صاحب",1,"71"
"خورشید شاہد","مشاہد",1,"71"
"خورشید شاہد","مشتاق واہ واہ",1,"95"
"خورشید شاہد","ٹریور",1,"95"
"خورشید شاہد","پال",1,"71"
"خورشید شاہد","پیٹر",1,"71"
"خورشید شاہد","کمال",1,"95"
"خورشید شاہد","کنیز",1,"95"
"خورشید شاہد","ہاتھی دانت",1,"71"
"خیر دین تانگے والا","ساحِب (انگلو انڈین)",1,"114"
"خیر دین تانگے والا","مردان",1,"115"
"خیر دین تانگے والا","مشاہد",1,"115"
"خیر دین تانگے والا","چاچا محمد بخش",1,"115"
"خیر دین تانگے والا","چوہدری اللہ داد خان",1,"114"
"داؤد احمد","دانش",8,"135 340 341 342 353 358 472 475"
"داؤد احمد","رحمان گل",10,"135 137 340 341 342 357 358 472 475 480"
"داؤد احمد","زاہد کالیا",1,"353"
"داؤد احمد","ساحِب (انگلو انڈین)",3,"340 353 480"
"داؤد احمد","ستار نقوی",4,"135 342 358 475"
"داؤد احمد","شوبھا مردان",4,"135 137 342 472"
"داؤد احمد","صباحت بیگم",7,"135 341 353 357 358 475 480"
"داؤد احمد","مردان",3,"137 472 480"
"داؤد احمد","مشاہد",1,"295"
"داؤد احمد","نور الہدی",3,"135 475 480"
"داؤد احمد","کمند علی خان",8,"135 340 342 353 357 358 475 480"
"دادا جی (مشاہد کے دادا)","مردان",2,"116 117"
"دادا جی (مشاہد کے دادا)","مشاہد",2,"116 117"
"دادا جی (مشاہد کے دادا)","چاچا محمد بخش",2,"116 117"
"دادا جی (مشاہد کے دادا)","چوہدری اللہ داد خان",2,"116 117"
"دارو","ساحِب (انگلو انڈین)",1,"94"
"دارو","سعادت حسن منٹو",1,"94"
"دارو","سعید",1,"301"
"دارو","سمیعہ",1,"94"
"دارو","شاہ شہید",1,"94"
"دارو","شاہ صاحب (سات پھولوں والے)",2,"94 309"
"دارو","مردان",1,"391"
"دارو","مرزا بیٹریاں",1,"94"
"دارو","مشاہد",6,"94 307 308 391 394 396"
"دارو","نوراں",4,"307 308 309 394"
"دارو","کانی",1,"94"
"دانش","رحمان گل",11,"133 134 135 136 340 341 342 351 358 472 475"
"دانش","زاہد کالیا",4,"168 177 217 353"
"دانش","ساحِب (انگلو انڈین)",7,"82 177 217 340 353 420 431"
"دانش","ستار نقوی",7,"133 134 135 136 342 358 475"
"دانش","شوبھا مردان",4,"135 136 342 472"
"دانش","صباحت بیگم",7,"133 134 135 341 353 358 475"
"دانش","فاطمہ",1,"512"
"دانش","مردان",5,"136 420 431 472 512"
"دانش","مسز حسین",2,"420 431"
"دانش","مشاہد",4,"168 177 431 504"
"دانش","مشتاق واہ واہ",1,"133"
"دانش","نور الہدی",5,"134 135 136 354 475"
"دانش","پروفیسر مشتاق",1,"133"
"دانش","چوہدری اللہ داد خان",1,"420"
"دانش","ڈاکٹر ارشد احمد",1,"168"
"دانش","کمال",2,"168 217"
"دانش","کمند علی خان",8,"134 135 340 342 353 354 358 475"
"راڈنی ایز برگ","ساحِب (انگلو انڈین)",7,"325 326 331 333 337 388 397"
"راڈنی ایز برگ","سمیعہ",1,"333"
"راڈنی ایز برگ","شوبھا مردان",1,"438"
"راڈنی ایز برگ","فاطمہ",1,"335"
"راڈنی ایز برگ","مردان",5,"321 325 331 339 449"
"راڈنی ایز برگ","مشائلہ",16,"312 320 321 322 325 326 331 336 337 339 383 384 388 397 398 399"
"راڈنی ایز برگ","مشاہد",18,"312 320 321 322 325 326 331 333 334 335 337 381 384 388 397 399 438 449"
"راڈنی ایز برگ","نمبردار اللہ دوایا",1,"438"
"راڈنی ایز برگ","نوراں",1,"381"
"راڈنی ایز برگ","چوہدری اللہ داد خان",2,"331 388"
"رحمان گل","ساحِب (انگلو انڈین)",4,"340 356 476 480"
"رحمان گل","ستار نقوی",7,"133 134 135 136 342 358 475"
"رحمان گل","شوبھا مردان",9,"135 136 137 342 359 461 472 479 491"
"رحمان گل","صباحت بیگم",9,"133 134 135 341 357 358 475 479 480"
"رحمان گل","ظہیر الدین بابر",1,"479"
"رحمان گل","عارفین بابر",1,"479"
"رحمان گل","مردان",8,"136 137 461 472 476 479 480 491"
"رحمان گل","مشتاق واہ واہ",1,"133"
"رحمان گل","نور الہدی",6,"134 135 136 356 475 480"
"رحمان گل","پروفیسر مشتاق",1,"133"
"رحمان گل","کمال",1,"476"
"رحمان گل","کمند علی خان",10,"134 135 340 342 356 357 358 475 476 480"
"روزی","زاہد کالیا",3,"170 191 193"
"روزی","ساحِب (انگلو انڈین)",1,"110"
"روزی","سعادت حسن منٹو",1,"110"
"روزی","مشاہد",5,"110 170 172 191 193"
"روزی","ملک معراج",1,"110"
"روزی","ڈاکٹر ارشد احمد",1,"170"
"روندر/افتخار","سعید",1,"95"
"روندر/افتخار","صادق",1,"95"
"روندر/افتخار","مشتاق واہ واہ",1,"95"
"روندر/افتخار","ٹریور",1,"95"
"روندر/افتخار","کمال",1,"95"
"روندر/افتخار","کنیز",1,"95"
"زاہد کالیا","ساحِب (انگلو انڈین)",22,"145 150 161 167 177 182 183 184 185 201 216 217 219 328 338 353 386 415 416 418 435 516"
"زاہد کالیا","ستار نقوی",1,"402"
"زاہد کالیا","سعادت حسن منٹو",1,"516"
"زاہد کالیا","سمیعہ",2,"208 516"
"زاہد کالیا","سور",2,"148 525"
"زاہد کالیا","شوبھا مردان",3,"402 424 551"
"زاہد کالیا","صباحت بیگم",1,"353"
"زاہد کالیا","صفیہ",1,"516"
"زاہد کالیا","ظہیر الدین بابر",2,"157 436"
"زاہد کالیا","عارفین بابر",1,"157"
"زاہد کالیا","فاطمہ",5,"437 529 540 541 551"
"زاہد کالیا","مردان",13,"147 157 164 176 392 402 422 423 424 425 435 540 551"
"زاہد کالیا","مسز حسین",1,"432"
"زاہد کالیا","مشائلہ",1,"338"
"زاہد کالیا","مشاہد",65,"1 2 4 19 84 141 142 144 146 147 149 152 160 161 164 167 168 169 170 171 173 174 176 177 178 179 189 190 191 193 195 197 198 199 200 208 214 219 237 267 292 338 386 402 403 411 418 419 424 425 428 433 516 525 526 527 529 532 540 541 551 555 556 557 558"
"زاہد کالیا","نازنین بابر",1,"157"
"زاہد کالیا","نمبردار اللہ دوایا",8,"415 416 417 419 422 423 424 425"
"زاہد کالیا","پال",2,"1 503"
"زاہد کالیا","چاچی مہراں",1,"101"
"زاہد کالیا","چراغ دین",1,"101"
"زاہد کالیا","چوہدری اللہ داد خان",1,"419"
"زاہد کالیا","ڈاکٹر ارشد احمد",34,"1 2 19 145 147 149 150 161 168 169 170 178 179 183 189 190 195 200 214 215 218 219 292 403 424 425 432 433 434 435 436 488 525 532"
"زاہد کالیا","کانی",1,"84"
"زاہد کالیا","کمال",12,"168 182 183 184 185 201 214 216 217 219 328 530"
"زاہد کالیا","کمند علی خان",1,"353"
"ساحِب (انگلو انڈین)","ستار نقوی",1,"374"
"ساحِب (انگلو انڈین)","سعادت حسن منٹو",24,"21 61 62 64 65 66 69 70 72 73 74 80 91 93 94 109 110 112 120 131 181 206 516 522"
"ساحِب (انگلو انڈین)","سمیعہ",11,"21 66 68 70 72 80 94 206 333 516 522"
"ساحِب (انگلو انڈین)","سور",1,"11"
"ساحِب (انگلو انڈین)","شاہ شہید",4,"76 93 94 395"
"ساحِب (انگلو انڈین)","شاہ صاحب (سات پھولوں والے)",5,"76 93 94 111 395"
"ساحِب (انگلو انڈین)","شوبھا مردان",12,"122 373 374 406 408 421 469 482 484 485 486 566"
"ساحِب (انگلو انڈین)","صباحت بیگم",3,"332 353 480"
"ساحِب (انگلو انڈین)","صفیہ",8,"21 62 66 73 74 109 516 522"
"ساحِب (انگلو انڈین)","ظہیر الدین بابر",4,"156 158 159 362"
"ساحِب (انگلو انڈین)","عارفین بابر",6,"156 159 362 406 482 566"
"ساحِب (انگلو انڈین)","غفور",1,"302"
"ساحِب (انگلو انڈین)","فاطمہ",6,"247 522 531 543 546 573"
"ساحِب (انگلو انڈین)","لاری صاحب",2,"71 93"
"ساحِب (انگلو انڈین)","مالی شریف",2,"430 543"
"ساحِب (انگلو انڈین)","ماموں ہیرس",2,"91 93"
"ساحِب (انگلو انڈین)","مردان",35,"21 22 26 46 66 70 73 98 112 120 122 156 158 159 325 331 373 374 406 408 420 421 430 431 435 464 469 476 480 484 485 486 522 531 566"
"ساحِب (انگلو انڈین)","مرزا بیٹریاں",2,"94 482"
"ساحِب (انگلو انڈین)","مسز حسین",3,"420 421 431"
"ساحِب (انگلو انڈین)","مشائلہ",8,"325 326 331 337 338 388 397 430"
"ساحِب (انگلو انڈین)","مشاہد",67,"21 22 26 46 52 61 62 63 64 66 68 69 70 71 72 73 74 76 80 93 94 98 110 112 120 122 131 161 167 177 202 206 207 219 246 247 289 302 313 317 325 326 331 333 337 338 370 386 387 388 395 397 406 408 418 429 430 431 469 516 522 531 543 546 573 578 579"
"ساحِب (انگلو انڈین)","مظہر شاہ",1,"93"
"ساحِب (انگلو انڈین)","ملک معراج",1,"110"
"ساحِب (انگلو انڈین)","موسیقار آقا نواز",1,"317"
"ساحِب (انگلو انڈین)","مولوی احتشام الدین",2,"352 464"
"ساحِب (انگلو انڈین)","نازنین بابر",4,"156 159 362 406"
"ساحِب (انگلو انڈین)","نمبردار اللہ دوایا",4,"408 415 416 421"
"ساحِب (انگلو انڈین)","نور الہدی",2,"356 480"
"ساحِب (انگلو انڈین)","نوراں",1,"546"
"ساحِب (انگلو انڈین)","پال",2,"52 71"
"ساحِب (انگلو انڈین)","پیٹر",3,"52 71 98"
"ساحِب (انگلو انڈین)","چراغ دین",2,"188 211"
"ساحِب (انگلو انڈین)","چوہدری اللہ داد خان",12,"64 80 93 111 114 206 207 313 331 388 420 522"
"ساحِب (انگلو انڈین)","ڈاکٹر ارشد احمد",7,"122 145 150 161 183 219 435"
"ساحِب (انگلو انڈین)","کانی",1,"94"
"ساحِب (انگلو انڈین)","کمال",27,"61 62 63 64 181 182 183 184 185 186 187 188 201 202 211 213 216 217 219 328 329 330 332 476 484 485 486"
"ساحِب (انگلو انڈین)","کمند علی خان",5,"340 353 356 476 480"
"ساحِب (انگلو انڈین)","کیپٹن گل ریز",2,"156 362"
"ساحِب (انگلو انڈین)","ہاتھی دانت",3,"63 71 93"
"ساحِب (انگلو انڈین)","ہیری",2,"91 98"
